speaker,season,episode,scene,utterance,text
Mike Hannigan,9,7,7,4,Absolutely! Or maybe just a little less pimp spit.
Mike Hannigan,9,7,7,17,Uhm... Did you just hit my dad?
Mike Hannigan,9,7,7,19,"But, I mean, you have met... humans before, right? Look, why don't you go talk to my mom?"
Mike Hannigan,9,7,7,21,"Yeah, you do that, and I go check my dad for signs of internal bleeding."
Mike Hannigan,9,7,7,32,Awesome!
Mike Hannigan,9,7,10,2,Phoebe writes lots of great songs. Wha... What was that one you sang the other night that everybody just loved?
Mike Hannigan,9,7,10,4,No...
Mike Hannigan,9,7,10,6,Stop!
Mike Hannigan,9,7,10,8,"Mom, I thought I told you... Phoebe's a vegetarian."
Mike Hannigan,9,7,10,11,Phoebe you don't have to eat...
Mike Hannigan,9,7,10,13,So...? What do you think?
Mike Hannigan,9,7,12,3,"Hey, what's going on?"
Mike Hannigan,9,7,12,5,A little better.
Mike Hannigan,9,7,12,8,I'm not interested.
Mike Hannigan,9,7,12,10,"All right, stop! You know, all Phoebe has done tonight is trying to get you to like her. And maybe that hasn't been clear all the time, but she did her best. And yeah... She's a little different than you are..."
Mike Hannigan,9,7,12,12,"So what? I mean if even I can get past that, it shouldn't bother you. And you don't have to like her. You just have to accept the fact that I do. I mean, if you even can't be civil to the woman I love..."
Mike Hannigan,9,7,12,15,The woman I love... I love you... Which is probably something I shouldn't say for the first time in front of my parents... and Tom and Sue...Who are by the way the most sinfully boring I've ever met in my life...
Mike Hannigan,9,7,12,17,You do?
Mike Hannigan,9,7,12,19,Wanna get out of here?
Mike Hannigan,9,7,12,21,"Mom, dad, thanks for dinner."
Mike Hannigan,9,9,2,21,Bye.
Mike Hannigan,9,9,2,23,I got beer.
Mike Hannigan,9,9,2,25,"Eh, why don't we start with the beer?"
Mike Hannigan,9,9,2,27,Yeah.
Mike Hannigan,9,9,2,29,Ah? Do you have one here?
Mike Hannigan,9,9,2,31,Okay.
Mike Hannigan,9,9,2,33,"Yeah. Yeah, I'm sorry. I don't . . . I don't really like to talk about it."
Mike Hannigan,9,9,2,35,"So, you're a paleontologist, right?"
Mike Hannigan,9,9,2,37,My cousin's a paleontologist.
Mike Hannigan,9,9,8,1,"So, except for the fermentation process, beer and ale are basically the same thing. Fascinating isn't it."
Mike Hannigan,9,9,8,3,I'll get it. Hello? Ross's place. Mike speaking. It's for you.
Mike Hannigan,9,9,10,3,Hey.
Mike Hannigan,9,9,10,5,Stout. That's a kind of beer.
Mike Hannigan,9,12,2,2,Lima.
Mike Hannigan,9,12,2,4,"You know, kinda think of it, the capital of Peru IS ""vtox"". Oh god! Oh!"
Mike Hannigan,9,12,2,6,"OK, I don't want to freak you out or anything, but I think I just saw a rat in your cupboard."
Mike Hannigan,9,12,2,8,"What, is he your pet rat?"
Mike Hannigan,9,12,2,10,"You can't keep a rat in your appartment! They're extremely unsanitary, and they transmit leptospirosis and hantavirus."
Mike Hannigan,9,12,2,12,I don't know but they don't sound like spa treatments. You have to get rid of it!
Mike Hannigan,9,12,2,14,Thank you.
Mike Hannigan,9,12,5,2,Hey P.
Mike Hannigan,9,12,5,4,Setting rat traps.
Mike Hannigan,9,12,5,6,"No, no, to test his neck strength."
Mike Hannigan,9,12,5,8,"Ok, ok, I'll throw away the traps."
Mike Hannigan,9,12,5,10,Better think of a new name for him.
Mike Hannigan,9,12,5,12,"I don't know, I mean I'm not sure ..."
Mike Hannigan,9,12,5,14,"Maybe it wasn't Bob, maybe it was a mouse."
Mike Hannigan,9,12,9,17,Yeah. We have rat babies now.
Mike Hannigan,9,12,11,2,"Hey, when did we become one of those couples whose lives revolve around their rats?"
Mike Hannigan,9,12,11,4,"Ok, fine, these rats are our responsibility. What happens when they mate and there are hundreds of them?"
Mike Hannigan,9,12,11,6,"Yeah - not such a problem with rats. No, they're more of a ""love the one you're with"" kind of animals."
Mike Hannigan,9,12,11,8,"Well, I know this is gonna sound crazy, but, we could not let the box of rats ruin our lives."
Mike Hannigan,9,12,11,10,It's gonna be ok.
Mike Hannigan,9,12,11,12,"No, I think you're sweet."
Mike Hannigan,9,13,6,2,"Oh she's my girlfriend. That's not just how we do it here. I got to get a break and when we come back we've got Kennethsinging ""I touch myself""...I'm not here to judge!"
Mike Hannigan,9,13,6,13,Well I've got a book around...
Mike Hannigan,9,13,8,1,"All right, that was Kenneth with his much too literal rendition of ""I touch myself"". Coming up next we've got Monicasinging ""Delta Dawn""."
Mike Hannigan,9,13,8,6,Like an X-Ray. Bad day not to wear a bra.
Mike Hannigan,9,13,10,4,Sure.
Mike Hannigan,9,13,10,7,Also a good gift? Underwear.
Mike Hannigan,9,16,2,1,I'm gonna go.
Mike Hannigan,9,16,2,3,I haven't been home in a couple of days and I need to get some more clothes.
Mike Hannigan,9,16,2,5,I put that tube top on as a joke.
Mike Hannigan,9,16,2,7,I want to stay too but I've gone as bad as much use out of these boxers as I can..
Mike Hannigan,9,16,2,9,Done it. I'll be back in a couple of hours.
Mike Hannigan,9,16,2,11,Me too. You know what? I just realised something. I don't wanna go home.
Mike Hannigan,9,16,2,13,"No, no! What I mean is, I hate going back to my apartment now... and partly because I live above a known crack den but... mostly because when I'm there, It's just, I really miss you. So.. do you want to move in together?"
Mike Hannigan,9,16,2,15,So we're doing it?
Mike Hannigan,9,16,2,17,Yeah!
Mike Hannigan,9,16,4,2,Phoebe and I are moving in together.
Mike Hannigan,9,16,4,7,I'm gonna go to the bathroom.
Mike Hannigan,9,16,4,9,Yes dear.
Mike Hannigan,9,16,4,19,You ready to go?
Mike Hannigan,9,16,4,22,What are you talking about?
Mike Hannigan,9,16,7,1,"Well hey, I wanna ask you about Monica's little ""groomy"" joke."
Mike Hannigan,9,16,7,3,"I get the joke. Sophisticated as it was. Now the thing I wanna say is... maybe we should have talked about this before. Us living together, you're not expecting a proposal, right?"
Mike Hannigan,9,16,7,5,"Yeah well, that's the thing. For me it's as far as it can ever go."
Mike Hannigan,9,16,7,7,"Look. Phoebe, I-I love you. Very much. But I never want to get married again."
Mike Hannigan,9,16,7,9,"It's just my first marriage was, you know such a disaster. I kind of lost faith in the whole idea."
Mike Hannigan,9,16,7,11,At one point near the end she deliberately defecated.....
Mike Hannigan,9,16,7,13,Look it's not about who I would marry. And I was certain the first time I got married it would last forever. And I was totally wrong!
Mike Hannigan,9,16,7,15,"Look Phoebe, It's not about you. I just never wanna get married again."
Mike Hannigan,9,16,7,17,I'm sorry. Are you ok with that? Cause if not...maybe us moving in together isn't the best idea.
Mike Hannigan,9,16,7,19,"Trust me, I will never..."
Mike Hannigan,9,16,13,3,Very cool.
Mike Hannigan,9,16,13,18,No but... You don't want to get married either right?
Mike Hannigan,9,16,13,21,You wanna get married?
Mike Hannigan,9,16,13,25,But if you wanna get married why didn't you say something before?
Mike Hannigan,9,16,13,27,I want to live with you too! Let's do that!
Mike Hannigan,9,16,13,29,Can we at least try living together? I mean you might change your mind about marriage.
Mike Hannigan,9,16,13,31,No.
Mike Hannigan,9,16,13,33,But I don't want this to end.
Mike Hannigan,9,16,13,35,I can't believe this is gonna end. I guess I'll have my stuff packed up.
Mike Hannigan,9,16,13,37,Ok... so... Goodbye.
Mike Hannigan,9,17,8,11,Phoebe called me.
Mike Hannigan,9,17,8,17,"Look, if I wanna see Phoebe and she wants to see..."
Mike Hannigan,9,17,8,19,"Oh! Sorry, I guess I was thrown off by the mention of my name!"
Mike Hannigan,9,17,8,25,So how've you been?
Mike Hannigan,9,17,8,27,You look really beautiful.
Mike Hannigan,9,17,8,31,Actually I've been playing a lot of love songs lately. I've missed you.
Mike Hannigan,9,17,11,3,"I've missed you so much! No, I'm not gonna ask you to get back together because I know we want different things, but just to be with you one more night."
Mike Hannigan,9,17,11,5,"It can't be any harder than this... I mean, If I had known the last time I saw you would be the last time, I... I would have stopped to memorize your face, the way you move, everything about you. If I had known the last time I kissed you would have been the last time... I never would have stopped."
Mike Hannigan,9,17,11,11,"Oh, crap!"
Mike Hannigan,9,17,11,13,My friend Manny. I asked him to keep me away from you.
Charlie Wheeler,9,20,2,27,"Oh, hi. I'm professor Wealer."
Charlie Wheeler,9,20,2,29,It's a... It's good to meet you! Thank you so much for taking the time out to show me around.
Charlie Wheeler,9,20,2,33,"And, by the way, I really enjoyed your paper on the connection between geographic isolation and rapid mutagenesis."
Charlie Wheeler,9,20,2,37,"Oh, ah, isn't there another professor that is supposed to come with us?"
Charlie Wheeler,9,20,2,39,"I'm pretty sure, professor Spafford from Cornell?"
Charlie Wheeler,9,20,2,41,You don't think we should wait for him?
Charlie Wheeler,9,20,4,8,"Kinda playing fast and loose with the word ""interesting""."
Charlie Wheeler,9,20,4,10,Oh my God!!
Charlie Wheeler,9,20,4,12,Let's ditch him!
Charlie Wheeler,9,20,4,14,"Come on, he's still in the bathroom! I'm begging you!"
Charlie Wheeler,9,20,4,16,"Stop it, stop it! He talks slow but he might pee fast! Ok, let's go!!"
Charlie Wheeler,9,20,5,5,"Well, I think he's a little out there, but he does have some interesting ideas..."
Charlie Wheeler,9,20,5,7,"Oh, I'm sorry. I'll take this. Excuse me."
Charlie Wheeler,9,20,5,16,"Oh, Newcastle disease is a secretion borne virus that only affects chickens and... other poultry."
Charlie Wheeler,9,20,5,34,I thought you came to say you were sick.
Charlie Wheeler,9,20,8,13,"Actually, I'm kinda happy to be leaving... I just broke up with someeone."
Charlie Wheeler,9,20,8,15,"Actually, Alby is the guy I broke up with."
Charlie Wheeler,9,20,8,17,Yeah...
Charlie Wheeler,9,20,8,19,"Yeah, well, he is a brilliant man."
Charlie Wheeler,9,20,8,21,"Yes! And while that is everything one looks for in a boyfriend, he had a lot of issues..."
Charlie Wheeler,9,20,8,23,"Ok, you want the dirt? Alby was seriously insecure. I mean, he was really intimidated by the guy I dated before him."
Charlie Wheeler,9,20,8,25,A guy who won two.
Charlie Wheeler,9,20,8,27,Yeah... for three years.
Charlie Wheeler,9,20,8,29,... no... bu but there was my first boyfriend Billy.
Charlie Wheeler,9,20,8,31,"No, but he did just win the McArthur genius grant."
Charlie Wheeler,9,21,1,17,"Oh, you know what? I'll come with you!"
Charlie Wheeler,9,21,1,21,"I feel like I owe you an explanation. I don't ordinarily go around kissing guys at parties. I'm... well, I'm kind of embarrassed. I really hope you don't think less of me."
Charlie Wheeler,9,21,1,23,"You know, actually I'm a little surprised to myself. I mean, Joey is so different from the guys I usually date. I mean, they're all professors, and intellectuals, and paleontologists mostly, you know, very cerebral..."
Charlie Wheeler,9,21,4,3,Hi!
Charlie Wheeler,9,21,4,5,I'm good!
Charlie Wheeler,9,21,4,7,"Please, I've been crazed all day! I had a meeting with the Dean, and my syllabus for summer school is due and I'm writing the Foreword for a friend's book..."
Charlie Wheeler,9,21,4,9,So I am just so excited to be here. And I can't wait to start exploring the city!
Charlie Wheeler,9,21,4,11,"Oh, you mean it? That would be so fun!"
Charlie Wheeler,9,21,4,13,"Oh, well, we can go see the Chronos Quartet at the Avery Fisher Hall."
Charlie Wheeler,9,21,4,15,And there is a collection of Walt Whitman letters on display at the public library.
Charlie Wheeler,9,21,4,17,"And first, I have to see the MET!"
Charlie Wheeler,9,21,4,19,"No, no, no, not the Mets, the MET, singular!"
Charlie Wheeler,9,21,4,21,The museum!
Janice Litman Goralnik,9,21,7,8,OH MY GOD!!
Janice Litman Goralnik,9,21,7,10,Ah ahahahhahaa! How great is this!
Janice Litman Goralnik,9,21,7,13,"Well, Sid and I are trying again and we had trouble last time because apparently we..."
Janice Litman Goralnik,9,21,7,15,Oh! Someone's a little cranky today cuz they have to do it in a cup! Oh! They gave you the kiddy size .
Janice Litman Goralnik,9,21,7,19,Please... go! Just let me know if you need a hand!
Janice Litman Goralnik,9,21,10,2,Oh! Sid is still in his room. I don't allow porn at home so this is like a vacation for him. So did you do it? Did you make your deposit?
Janice Litman Goralnik,9,21,10,4,"That's not the hard part honey! The hard part is what comes next, I mean aren't you worried about the results?"
Janice Litman Goralnik,9,21,10,6,"Oh! Well, you know what? It probably is."
Janice Litman Goralnik,9,21,10,8,"Oh, Chandler, look. You and Monica are meant to have children. I am sure it's gonna be just fine."
Janice Litman Goralnik,9,21,10,10,"What, you can do it in the parking lot of a Taco Bell, but you can't do it at a doctor's office?"
Charlie Wheeler,9,21,12,3,Hi!
Charlie Wheeler,9,21,12,5,The museum was amazing!
Charlie Wheeler,9,21,12,7,"Not so much, no. He had clearly memorized all the stuff to say, and some of it didn't even make any sense."
Charlie Wheeler,9,21,12,9,"Well, for one, he was talking about paintings that were nowhere around."
Charlie Wheeler,9,21,12,11,"No, we went to the left."
Charlie Wheeler,9,21,12,13,"Yeah, it's fun ."
Charlie Wheeler,9,21,12,15,"Actually, you know, Joey is your friend, and you don't really know me that well; it would be weird."
Charlie Wheeler,9,21,12,17,"Well... I'm just thinking that maybe he's not the right guy to be with right now, maybe I should be with someone... I have more in common with. You know what I mean?"
Charlie Wheeler,9,21,12,19,"Yeah, I guess that's true."
Charlie Wheeler,9,21,12,21,He is very sweet. Plus he's hot!
Charlie Wheeler,9,21,12,25,Hey!
Charlie Wheeler,9,21,12,27,"Yeah, let's go. Thanks Ross."
Charlie Wheeler,9,22,1,1,Oh! That feels sooo good!
Charlie Wheeler,9,22,1,3,"I'm sorry, what?"
Charlie Wheeler,9,22,1,5,From... Cosmo??
Charlie Wheeler,9,22,1,7,"So, I have to go shopping today, which is my least favourite thing, I'm soo bad at picking out clothes!"
Charlie Wheeler,9,22,1,14,I'm sure you have better things to do.
Charlie Wheeler,9,22,1,16,"If you have the time, I'd really appreciate the help."
Charlie Wheeler,9,22,2,2,"Oh, yeah! Let's do it!"
Charlie Wheeler,9,22,2,8,Umh... Kurts Baley?
Charlie Wheeler,9,22,2,11,So you're up for keynote speaker! Who's making the decisions?
Charlie Wheeler,9,22,2,13,He's a pretty tough guy to impress.
Charlie Wheeler,9,22,2,23,"We'll see you, guys!"
Charlie Wheeler,9,22,4,6,"So, you know what, I really like those jackets with the shoulder pads on them. Where do you think those would be?"
Charlie Wheeler,9,22,4,8,"See, I told you I needed someone! Oh, you know, by the way, as a ""thank you"", I would really love to take you out."
Charlie Wheeler,9,22,4,10,"Yeah! Actually Joey and I are going to the movies tonight, wanna come?"
Charlie Wheeler,9,22,4,12,You've seen all the movies...
Charlie Wheeler,9,22,4,17,"Wha, you know, maybe we can do something else!"
Charlie Wheeler,9,22,9,6,Oh! trying on clothes.
Charlie Wheeler,9,22,9,8,Rachel... I heard you guys whispering.
Charlie Wheeler,9,22,9,10,No! There's nothing to explain. I heard you. Phoebe likes Joey.
Charlie Wheeler,9,22,9,12,"It's just that... I don't understand it... I mean, Phoebe likes Joey and then she comes here to buy a dress to impress another guy...?"
Charlie Wheeler,9,22,9,14,Wow!
Charlie Wheeler,9,22,9,16,"You know, by the way. I heard you tell her not to do anything. Thanks for sticking up for me. You are such a nice person."
Charlie Wheeler,9,22,12,30,"Hey, there's Phoebe! Is that Mike she's with?"
Charlie Wheeler,9,22,12,32,There's a third guy?
Charlie Wheeler,9,23,1,16,Wow! This place is beautiful!
Charlie Wheeler,9,23,4,4,I didn't mean a thong... I meant thongs...
Charlie Wheeler,9,23,4,11,Oh my God! Did you talk to him?
Charlie Wheeler,9,23,4,15,Yeah!
Charlie Wheeler,9,23,4,17,Oh I can't... I have seminars all day and I promised Ross I would look at his speech.
Charlie Wheeler,9,23,4,19,But maybe we can have dinner later? On the balcony? Will be romantic.
Charlie Wheeler,9,23,4,21,I will if you will.
Charlie Wheeler,9,23,4,24,So you'll be ok?
Charlie Wheeler,9,23,4,29,"There's an indoor pool, you can swim there!"
Charlie Wheeler,9,23,7,2,It's great. You're gonna be the hit of the conference.
Charlie Wheeler,9,23,7,7,Ross just read me his speech. It's fantastic!
Charlie Wheeler,9,23,7,12,Actually the wet season is June to December.
Charlie Wheeler,9,23,7,41,"Ross, we can solve this. I just heard your speech. We can recreate it! We've got all night!"
Charlie Wheeler,9,23,7,43,"Oh wait, Joey and I are supposed to have dinner ."
Mike Hannigan,9,23,8,1,Hello?
Mike Hannigan,9,23,8,3,Who is this?
Mike Hannigan,9,23,8,5,He... he's gonna propose?
Mike Hannigan,9,23,8,7,"Look, if Phoebe wants to marry David, she should, I'm not gonna stand in the way of that and neither should you."
Charlie Wheeler,9,23,10,1,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century."
Charlie Wheeler,9,23,10,3,Yeah.
Charlie Wheeler,9,23,10,5,Actually I did it Ross. You remembered shockingly little of your own speech.
Charlie Wheeler,9,23,10,7,Thank you.
Charlie Wheeler,9,23,10,9,"Oh yeah! Hey, save the cork and then we can fill the bottle with water and put it back so they don't charge you."
Charlie Wheeler,9,23,10,11,"Oh, this is such a cute picture of Emma. And is this your son... or just some kid whose picture you bring on vacation?"
Charlie Wheeler,9,23,10,13,Your first marriage?
Charlie Wheeler,9,23,10,15,You're married more than once?
Charlie Wheeler,9,23,10,17,"So, why did you break up?"
Charlie Wheeler,9,23,10,19,"Oh my God, this is so cool!"
Charlie Wheeler,9,23,10,21,"No, it's just... I was enganged to a guy who turned out to be gay!"
Charlie Wheeler,9,23,10,23,Didn't you feel so stupid that you didn't see the signs? My fiance was always going away on these long weekends with his tennis partner.
Charlie Wheeler,9,23,10,25,"Right and then everybody finds out and they're like: ""Oh, I knew all along"""
Charlie Wheeler,9,23,10,27,I know!
Charlie Wheeler,9,23,10,29,I didn't do that.
Charlie Wheeler,9,23,11,21,"I just left you a message! Ross and I were gonna go grab a bite, but now that you're here, maybe we can go have that dinner."
Charlie Wheeler,9,23,11,24,I had a great time.
Charlie Wheeler,9,23,11,27,"So, shall we?"
Charlie Wheeler,9,23,11,30,Bye.
Mike Hannigan,9,23,12,14,Hi David. Chandler. Monica... Oh!
Mike Hannigan,9,23,12,16,Hi Phoebe.
Mike Hannigan,9,23,12,18,I have a question I need to ask you.
Mike Hannigan,9,23,12,20,"Yeah, I understand, but before you do, she really needs to hear this."
Mike Hannigan,9,23,12,22,"Actually yeah, that'll be great."
Mike Hannigan,9,23,12,24,"Phoebe, I love you. I mean, I missed you so much these last few months and I thought we were apart for a good reason, but then I suddenly realized that there was no reason good enough to keep me from spending the rest of my life with you."
Mike Hannigan,9,23,12,26,"Sorry David, but she really has to know this."
Mike Hannigan,9,23,12,35,We can have any future you want.
Mike Hannigan,9,23,12,41,Is it ok if I hug you now?
Charlie Wheeler,9,24,2,8,What?
Charlie Wheeler,9,24,2,10,"You're... you're kidding, right?"
Mike Hannigan,9,24,3,14,"You're kidding, we wouldn't have missed it!"
Mike Hannigan,9,24,3,15,Oh... I'm back!
Charlie Wheeler,9,24,3,19,You were incredible!
Charlie Wheeler,9,24,3,21,You blew them away!
Charlie Wheeler,9,24,3,23,I was not!
Charlie Wheeler,9,24,3,25,Oh my God! I'm your groupie!
Mike Hannigan,9,24,4,4,They have a game room downstairs! Ping pong and stuff.
Charlie Wheeler,9,24,5,2,Hey! There you are!
Charlie Wheeler,9,24,5,4,"I'm sorry, I can't! I'm running a discussion group all afternoon."
Charlie Wheeler,9,24,5,6,You know... I feel so bad! I haven't seen you this whole trip and especially last night...
Charlie Wheeler,9,24,5,8,"Actually, it turned out to be a lot of fun!"
Charlie Wheeler,9,24,5,10,Yeah...
Charlie Wheeler,9,24,5,11,... is it weird that it's not with each other?
Charlie Wheeler,9,24,5,13,I think we need to talk...!
Mike Hannigan,9,24,6,8,I'll play ya!
Mike Hannigan,9,24,6,12,I think I will be all right! You wanna volley a bit for a serve?
Mike Hannigan,9,24,6,15,"Oh, by the way... I'm awesome!!"
Mike Hannigan,9,24,6,17,You're ready to play?
Mike Hannigan,9,24,6,21,Wanna make it more interesting?
Mike Hannigan,9,24,6,23,Ten bucks a game?
Mike Hannigan,9,24,6,25,I'll make it a hundred!
Mike Hannigan,9,24,6,28,"To see who goes first, you got a quarter?"
Mike Hannigan,9,24,6,36,"Oh, no! I don't think so! You know, according to standard table tennis rules if at any time a player uses his non racket bearing hand to touch the playing surface he or she forfeits the point."
Mike Hannigan,9,24,9,2,Do you?
Mike Hannigan,9,24,9,4,Do you?
Mike Hannigan,9,24,9,6,DO YOU?
Mike Hannigan,9,24,9,14,"Game, point!"
Mike Hannigan,9,24,9,16,"You know, you should really look in a mirror before you call yourself that."
Mike Hannigan,9,24,9,18,And that's how it's done!
Mike Hannigan,9,24,9,21,That's what I'm thinking.
Mike Hannigan,9,24,9,24,": Serve the ball, chump."
Charlie Wheeler,9,24,10,6,"Ross, can I talk to you for a minute?"
Charlie Wheeler,9,24,10,8,"Uh, well... Joey and I broke up."
Charlie Wheeler,9,24,10,10,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"
Charlie Wheeler,9,24,10,12,"Anyway I just, uh, I think it's for the best."
Charlie Wheeler,9,24,10,14,I guess. There was hum... there was another reason that I thought it was time to end it with Joey. I started to realize that I was having feelings for someone else.
Charlie Wheeler,9,24,10,17,"Yeah, can you guys just throw him in the pool later?"
Mike Hannigan,9,24,11,2,"Ok, so it's a tie again, 41 to 41."
Mike Hannigan,9,24,11,14,So you forfeit?
Mike Hannigan,9,24,11,21,"Oh, that's ok. I don't care which of them I beat."
Mike Hannigan,9,24,11,28,Ok!
Charlie Wheeler,9,24,12,1,Thanks!
Charlie Wheeler,9,24,12,3,Are they still looking for us?
Charlie Wheeler,9,24,12,6,I don't think they did.
Charlie Wheeler,9,24,12,7,"Hum, so, I started to say you something earlier, hum... There was another reason I realized it was time to end it with Joey. I kind of realized I... was starting to have feelings... for someone else."
Charlie Wheeler,9,24,12,9,I think you know.
Charlie Wheeler,9,24,12,12,"All right, all right."
Charlie Wheeler,10,1,1,14,Ooh... Dr. Geller!
Charlie Wheeler,10,1,1,50,uhm... Is everything okay?
Charlie Wheeler,10,1,1,52,"Ooh... Is it because of what might be on the bedspread, because I saw that news report too, with the infra red and the ... I could just..."
Charlie Wheeler,10,1,1,54,I uhm... I completely understand.
Charlie Wheeler,10,1,1,56,Okay...
Charlie Wheeler,10,1,2,9,"So, did you talk to Joey?"
Charlie Wheeler,10,1,2,11,"Yeah, sounds like a good idea... Dr. Geller!"
Charlie Wheeler,10,1,2,13,PHD.
Charlie Wheeler,10,1,2,25,It's so... something... You go girlfriend!
Charlie Wheeler,10,1,2,27,Not once.
Mike Hannigan,10,1,3,9,"You should be careful when checking your overhead bins, 'cause items may shift during..."
Mike Hannigan,10,1,3,11,"You don't have to go home tonight, do you?"
Mike Hannigan,10,1,3,13,Oh...
Mike Hannigan,10,1,3,15,Uhm... I can't do anything tonight.
Mike Hannigan,10,1,3,17,I have a date.
Mike Hannigan,10,1,3,19,"Oh, it's... my girlfriend."
Mike Hannigan,10,1,3,21,"Yeah... Well, when... you and I broke up I started seeing someone."
Mike Hannigan,10,1,3,23,Three months.
Mike Hannigan,10,1,3,25,I'll tell her that it's over tonight at dinner. I promise.
Mike Hannigan,10,1,3,27,Maybe I'll sign for it. Tear it open. Pull out the packing material...
Charlie Wheeler,10,1,3,30,Okay... Good luck.
Mike Hannigan,10,1,4,2,"Hey, it's Mike."
Mike Hannigan,10,1,4,4,"Oh, err... no, she's not here yet. You know, I think I'm just gonna take off and break up with her over the phone..."
Mike Hannigan,10,1,4,6,One more thing... There... might be a picture of Precious on my coffee table.
Mike Hannigan,10,1,4,8,"Anyway, I just wanna give you a heads up."
Frank Buffay Jr.,10,2,3,16,"Alright, alright, alright. Remember what we talked about. When we're in a public place, there are certain rules."
Frank Buffay Jr.,10,2,3,17,That's not what we talked about!!
Frank Buffay Jr.,10,2,3,19,Hey.
Frank Buffay Jr.,10,2,3,21,"Good to see you, too."
Frank Buffay Jr.,10,2,3,23,"Hi, how you doin'?"
Frank Buffay Jr.,10,2,3,26,"Oh, that's Frank Jr. Jr. pulling the tampons out of the lady's purse. And that's Chandler climbing on Chandler, and that's Leslie throwing bagels at him."
Charlie Wheeler,10,2,4,8,"Hi, hi. So.. Dreading this?"
Charlie Wheeler,10,2,4,11,Actually.. It's stuff you left at my apartment.
Charlie Wheeler,10,2,4,13,"And you know, you can just give me my stuff whenever you want."
Charlie Wheeler,10,2,4,20,"Gosh, Ross, you know, you seem a little..."
Frank Buffay Jr.,10,2,5,2,"Yeah, I really cherish these moments, 'cause before you know it, they're gonna be awake again."
Frank Buffay Jr.,10,2,5,4,Yeah.
Frank Buffay Jr.,10,2,5,6,I haven't slept in four years!
Frank Buffay Jr.,10,2,5,8,"You just don't know how hard it is, Phoebe. There's just so many of them. You know, two I can handle. Two's great. You just hold one in each hand, but what do I do when the third one runs at me with his bike helmet on. I've got no more hands to protect my area! There's three of them, Phoebe, three!"
Frank Buffay Jr.,10,2,5,10,"Sometimes I think that.. Oh, no, no, no, I can't say it, it's too horrible. No."
Frank Buffay Jr.,10,2,5,12,"No, I can't."
Frank Buffay Jr.,10,2,5,14,"Oh, no! I would never do that. No. I just was thinking that, you know, maybe you could take one."
Charlie Wheeler,10,2,7,10,"Oh, you know what? This is nothing. My father is a raging alcoholic."
Charlie Wheeler,10,2,7,11,"Oh, I'm sorry, have I made this evening uncomfortable?"
Frank Buffay Jr.,10,2,8,2,"No, of course we're not."
Frank Buffay Jr.,10,2,8,4,I know.
Frank Buffay Jr.,10,2,8,6,"Oh, I don't know, she's pretty tired, too, I think we've got her onboard."
Frank Buffay Jr.,10,2,8,8,Huh.
Frank Buffay Jr.,10,2,8,10,"Oh, you'd be getting a really good one. I mean, you know, he's really funny. Like, the other day he made up this joke."
Frank Buffay Jr.,10,2,8,12,"What's green and says ""hey, I'm a frog""? A talking frog! Oh, no, you can't have him, he's too funny."
Frank Buffay Jr.,10,2,8,14,"Oh, no, no. Not Leslie. No, she's, she's the only one that knows how to burp the alphabet."
Frank Buffay Jr.,10,2,8,16,"Oh, no, no, you can't have Chandler, no. No, no. She's my little genius. I got big hopes for her. She's gonna be a doctor or a realtor.."
Frank Buffay Jr.,10,2,8,18,"Oh, I think you're right. Oh, wow. Phoebe, I don't think I can give one of them up. I mean, you know, they drive me crazy, but they're my babies."
Frank Buffay Jr.,10,2,8,20,How about tomorrow?
Frank Buffay Jr.,10,2,8,22,You'd do that for us?
Charlie Wheeler,10,2,10,10,"Wait, Ross. Ross. I - I have to take off."
Charlie Wheeler,10,2,10,12,"I'm sorry, I have a really early class in the morning, but this has been lovely."
Charlie Wheeler,10,2,10,14,"You're on fire! I'll call you in the morning, okay?"
Charlie Wheeler,10,2,10,16,Alright.
Charlie Wheeler,10,2,10,17,"God, Rachel, what Ross just said that is just so.."
Charlie Wheeler,10,2,10,19,Bye.
Jack Geller,10,4,2,40,I can't believe Emma is already one!
Judy Geller,10,4,2,41,I remember your first birthday! Ross was jealous of all the attention we were giving you. He pulled on his testicles so hard! We had to take him to the emergency room!
Jack Geller,10,4,2,44,Thank you!
Jack Geller,10,4,2,46,Which one are you?
Judy Geller,10,4,3,1,Hello Emma. Happy eighteenth birthday.
Jack Geller,10,4,3,2,"Right now that seems so far away, seventeen years."
Judy Geller,10,4,3,3,"Yes, you'll be all grown up by then. We'll be... Well your grandfather and I might not be here."
Jack Geller,10,4,3,4,"That's true! This message could becoming to you from beyond the grave, Emma!"
Judy Geller,10,4,3,5,"After all, my parents died very young."
Jack Geller,10,4,3,6,And my cholesterol's off the charts!
Judy Geller,10,4,3,7,"Remember, Emma, heart disease kills women too!"
Judy Geller,10,4,3,21,"Jack, look at this."
Jack Geller,10,4,3,22,"I know what you're thinking Judy, the resemblance is uncanny!"
Judy Geller,10,4,3,56,"Well, we better get going, it's late. Jack's not allowed to drive at night anymore. He has trouble staying in his lane."
Jack Geller,10,4,3,57,Last winter I went up on a church lawn and drove right through a manger scene. The papers thought it was a hate crime.
Judy Geller,10,4,3,58,"Anyway, it was lovely seeing you."
Judy Geller,10,4,3,60,Bye... Bye dear.
