speaker,emotion,season,episode,scene,utterance,text
Chandler Bing,Joyful,1,3,11,5,"Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!"
Rachel Green,Peaceful,1,3,11,6,"God, he's good."
Ross Geller,Sad,1,3,11,7,If only he were a woman.
Rachel Green,Neutral,1,3,11,8,Yeah.
Alan,Joyful,1,3,13,1,Wow.
Monica Geller,Sad,1,3,13,2,"I'm, I'm really sorry."
Alan,Peaceful,1,3,13,3,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved."
Monica Geller,Neutral,1,3,13,4,Relieved?
Alan,Mad,1,3,13,5,"Yeah, well, I had a great time with you.. I just can't stand your friends."
Rachel Green,Peaceful,1,3,14,1,Remember when we went to Central Park and rented boats?.. That was fun.
Ross Geller,Powerful,1,3,14,2,Yeah. He could row like a viking.
Monica Geller,Neutral,1,3,14,3,Hi.
#ALL#,Peaceful,1,3,14,4,Mmm.
Ross Geller,Neutral,1,3,14,5,So how'd it go?
Monica Geller,Sad,1,3,14,6,"Oh, y'know.."
Phoebe Buffay,Scared,1,3,14,7,Did he mention us?
Monica Geller,Sad,1,3,14,8,He said he's really gonna miss you guys.
Ross Geller,Peaceful,1,3,14,9,"You had a rough day, huh.. c'mere."
Chandler Bing,Powerful,1,3,14,10,...That's it. I'm getting cigarettes.
#ALL#,Mad,1,3,14,11,No no no!
Chandler Bing,Scared,1,3,14,12,"I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!"
Phoebe Buffay,Powerful,1,3,14,13,If you never smoke again I'll give you seven thousand dollars!
Chandler Bing,Neutral,1,3,14,14,"Yeah, alright."
Monica Geller,Neutral,1,4,1,1,Alright. Phoebe?
Phoebe Buffay,Joyful,1,4,1,2,"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!"
Ross Geller,Joyful,1,4,1,3,"Yeah, see.. you took mine. Chandler, what about you?"
Chandler Bing,Joyful,1,4,1,4,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever."
Rachel Green,Joyful,1,4,1,5,"See, there's always one guy. ""If I had a wish, I'd wish for three more wishes."""
#ALL#,Joyful,1,4,1,6,"Hey Joey. Hi. Hey, buddy."
Monica Geller,Neutral,1,4,1,7,"Hey, Joey, what would you do if you were omnipotent?"
Joey Tribbiani,Neutral,1,4,1,8,Probably kill myself!
Monica Geller,Neutral,1,4,1,9,..Excuse me?
Joey Tribbiani,Sad,1,4,1,10,"Hey, if Little Joey's dead, then I got no reason to live!"
Ross Geller,Neutral,1,4,1,11,"Joey, uh- OMnipotent."
Joey Tribbiani,Sad,1,4,1,12,"You are? Ross, I'm sorry.."
Chandler Bing,Joyful,1,4,3,1,...Poulet passes it up to Leetch!
Joey Tribbiani,Joyful,1,4,3,2,Leetch spots Messier in the crease- there's the pass!
Chandler Bing,Neutral,1,4,3,3,We'll take a brief time out while Messier stops to look at some women's shoes.
Ross Geller,Neutral,1,4,3,4,"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry."
Joey Tribbiani,Neutral,1,4,3,6,What?
Ross Geller,Neutral,1,4,3,7,Peach pit.
Chandler Bing,Joyful,1,4,3,8,"Yes, Bunny?"
Ross Geller,Neutral,1,4,3,9,"Peach pit. That night we, uh- we had-"
Joey Tribbiani,Joyful,1,4,3,10,-Peaches?
Ross Geller,Joyful,1,4,3,11,"Actually, nectarines, but basically..."
Chandler Bing,Joyful,1,4,3,12,Could've been a peach.
Ross Geller,Neutral,1,4,3,13,"Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine."
Joey Tribbiani,Joyful,1,4,3,14,"Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff."
Rachel Green,Joyful,1,4,4,1,"So c'mon, you guys, tell me all the dirt!"
Kiki,Joyful,1,4,4,2,"Well, the biggest news is still you dumping Barry at the altar!"
Joanne,Neutral,1,4,4,3,Alright. Let's talk reality for a second.
Rachel Green,Neutral,1,4,4,4,Okay.
Joanne,Neutral,1,4,4,5,When are you coming home?
Rachel Green,Mad,1,4,4,6,"What? Guys, I'm not."
Joanne,Neutral,1,4,4,7,"C'mon, this is us."
Rachel Green,Mad,1,4,4,8,I'm not! This is what I'm doing now. I've got this job-
Kiki,Neutral,1,4,4,9,Waitressing?
Rachel Green,Neutral,1,4,4,10,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
Leslie,Neutral,1,4,4,11,Well. Your mom didn't tell us about the blobbies.
Monica Geller,Joyful,1,4,5,1,"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?"
Rachel Green,Neutral,1,4,5,2,What's that?
Monica Geller,Neutral,1,4,5,3,"Weeeell, it's rum, and-"
Rachel Green,Neutral,1,4,5,4,Okay.
Monica Geller,Joyful,1,4,5,5,"We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister..."
Phoebe Buffay,Joyful,1,4,5,6,"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!"
Monica Geller,Neutral,1,4,5,7,"Uh, Rach, it's the Visa card people."
Rachel Green,Scared,1,4,5,8,"Oh, God, ask them what they want."
Monica Geller,Neutral,1,4,5,9,"Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account."
Rachel Green,Scared,1,4,5,10,But I haven't used my card in weeks!
Monica Geller,Joyful,1,4,5,11,"That is the unusual activity. Look, they just wanna see if you're okay."
Rachel Green,Mad,1,4,5,12,"They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?"
Monica Geller,Neutral,1,4,5,13,"Uh- Rachel has left the building, can you call back?"
Rachel Green,Sad,1,4,5,14,"Alright, c'mon! Let's play Twister!"
Monica Geller,Joyful,1,4,7,1,You should feel great about yourself! You're doing this amazing independence thing!
Rachel Green,Sad,1,4,7,2,"Monica, what is so amazing? I gave up, like, everything. And for what?"
Phoebe Buffay,Neutral,1,4,7,3,You are just like Jack.
Rachel Green,Neutral,1,4,7,4,...Jack from downstairs?
Phoebe Buffay,Neutral,1,4,7,5,"No, Jack and the Beanstalk."
Monica Geller,Neutral,1,4,7,6,"Ah, the other Jack."
Phoebe Buffay,Joyful,1,4,7,7,"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village.."
Rachel Green,Neutral,1,4,7,8,"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-"
Phoebe Buffay,Neutral,1,4,7,9,"Oh, see, Jack did love the cow."
Rachel Green,Neutral,1,4,7,10,"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like..."
Phoebe Buffay,Neutral,1,4,7,11,Floopy?
Rachel Green,Neutral,1,4,7,12,Yeah.
Monica Geller,Neutral,1,4,7,13,"So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy."
Phoebe Buffay,Neutral,1,4,7,14,"Oh, like that's a word."
Rachel Green,Scared,1,4,7,15,"Okay, but Monica, what if- what if it doesn't come together?"
Monica Geller,Neutral,1,4,7,16,...Pheebs?
Phoebe Buffay,Neutral,1,4,7,17,"Oh, well... 'cause.... you just... I don't like this question."
Rachel Green,Neutral,1,4,7,18,"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?"
Ross Geller,Mad,1,4,8,1,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!"
Chandler Bing,Neutral,1,4,8,2,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks."
Ross Geller,Powerful,1,4,8,3,Pass it! Pass it!
Chandler Bing,Joyful,1,4,8,4,He's open!
#ALL#,Joyful,1,4,8,5,Shoot! Shoot! Shoot!
Chandler Bing,Joyful,1,4,8,7,"Hey, look, we're on that TV thing!"
Chandler Bing,Neutral,1,4,9,1,'Scuse me.
Receptionist,Mad,1,4,9,2,"It says to call this number if you're not completely satisfied with this candy bar. Well, I'm not completely satisfied."
Chandler Bing,Mad,1,4,9,3,"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room."
Receptionist,Mad,1,4,9,4,"Hold on. Fill these out, sit over there."
Ross Geller,Mad,1,4,9,5,"Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented."
Receptionist,Mad,1,4,9,6,"Well, you'll have to wait your turn."
Joey Tribbiani,Neutral,1,4,9,7,"Well, how long do you think it'll be?"
Receptionist,Mad,1,4,9,8,Any minute now.
Ross Geller,Mad,1,4,9,9,"Hey, this- Heyy..."
Monica Geller,Neutral,1,4,12,1,Light still out?
Rachel Green,Neutral,1,4,12,2,Yeah.
Monica Geller,Neutral,1,4,12,3,Oh. Maybe they're- napping.
Rachel Green,Joyful,1,4,12,4,"Oh please, they're having sex."
Rachel Green,Neutral,1,4,12,6,"So, whaddya think George is like?"
Monica Geller,Neutral,1,4,12,7,I think he's shy.
Phoebe Buffay,Neutral,1,4,12,8,Yeah?
Monica Geller,Neutral,1,4,12,9,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.
Ross Geller,Peaceful,1,4,13,1,I remember the moonlight coming through the window- and her face had the most incredible glow.
Chandler Bing,Mad,1,4,13,2,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?"
Joey Tribbiani,Neutral,1,4,13,3,"He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that."
Ross Geller,Scared,1,4,13,4,"Look, it's just a little more complicated..."
Chandler Bing,Joyful,1,4,13,5,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
Ross Geller,Mad,1,4,13,6,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you..."
Chandler Bing,Neutral,1,4,13,7,Then what?
Ross Geller,Scared,1,4,13,8,My first time with Carol was...
Joey Tribbiani,Neutral,1,4,13,9,What?
Ross Geller,Sad,1,4,13,10,It was my first time.
Joey Tribbiani,Neutral,1,4,13,11,With Carol? Oh.
Chandler Bing,Neutral,1,4,13,12,"So in your whole life, you've only been with one oh."
Joey Tribbiani,Joyful,1,4,13,13,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!"
Monica Geller,Joyful,1,4,14,1,"Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?"
Phoebe Buffay,Neutral,1,4,14,2,Uh-huh.
Monica Geller,Joyful,1,4,14,3,"Well, unless goose is a vegetable...ha haaaah!"
Phoebe Buffay,Mad,1,4,14,4,"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley."
Monica Geller,Mad,1,4,14,5,What?! You slept with Jason?
Phoebe Buffay,Neutral,1,4,14,6,You'd already broken up.
Rachel Green,Neutral,1,4,14,7,How long?
Phoebe Buffay,Neutral,1,4,14,8,A couple hours.
Monica Geller,Mad,1,4,14,9,"Oh, that's nice!"
Rachel Green,Powerful,1,4,14,10,"Okay, okay, okay, I got one! Anyway- The valentine Tommy Rollerson left in your locker was really from me."
Monica Geller,Mad,1,4,14,11,Excuse me?!
Rachel Green,Joyful,1,4,14,12,Hello? Like he was really gonna send you one? She was a big girl.
Monica Geller,Mad,1,4,14,13,"Really. Well, at least 'big girls' don't pee in their pants in seventh grade!"
Rachel Green,Mad,1,4,14,14,I was laughing! You made me laugh!
Phoebe Buffay,Joyful,1,4,14,15,There he is! There he is!
Monica Geller,Neutral,1,4,14,16,Where?
Phoebe Buffay,Joyful,1,4,14,17,Right- where we've been looking all night!
Rachel Green,Joyful,1,4,14,18,He is so cute!
Monica Geller,Joyful,1,4,14,19,"Oh, George, baby, drop the towel!"
#ALL#,Joyful,1,4,14,20,"Yeah, drop it! Drop the towel! Please drop the wowww."
Joey Tribbiani,Joyful,1,4,15,1,Man. Can you believe he's only had sex with one woman?
Chandler Bing,Neutral,1,4,15,2,"I think it's great. Y'know, it's sweet, it's romantic..."
Joey Tribbiani,Scared,1,4,15,3,Really?
Chandler Bing,Powerful,1,4,15,4,"No, you kidding? The guy's a freak.."
Both,Neutral,1,4,15,5,"Hey, buddy."
Ross Geller,Mad,1,4,15,6,Hi.
Receptionist,Joyful,1,4,15,7,"Oh, that's attractive."
Chandler Bing,Joyful,1,4,15,8,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight."
Ross Geller,Mad,1,4,15,9,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?"
Joey Tribbiani,Neutral,1,4,15,10,"Oh, ah- the kid has it."
Ross Geller,Mad,1,4,15,11,"The kid...? Excuse me, uh, that's, that's my puck."
Kid,Powerful,1,4,15,12,"I found it. Finders keepers, losers weepers."
Chandler Bing,Powerful,1,4,15,13,"You gotta do it, man."
Ross Geller,Powerful,1,4,15,14,"Oh yeah? Well, I'm rubber, you're glue, whatever can't do it. Listen, uh- gimme back my puck."
Kid,Powerful,1,4,15,15,No.
Ross Geller,Mad,1,4,15,16,"'Yes', how about. C'mere. Gimme!"
Kid,Mad,1,4,15,17,No! No!
Receptionist,Mad,1,4,15,18,Hey! Hey! No rough holding in my ER!
Ross Geller,Mad,1,4,15,19,GIVE ME MY PUCK!!
Ross Geller,Joyful,1,4,15,20,...Now that was fun.
Ross Geller,Joyful,1,4,16,1,"Okay, Monica: Right foot red."
Monica Geller,Joyful,1,4,16,2,"Could've played Monopoly, but nooooo."
Chandler Bing,Neutral,1,4,16,4,Thanks.
Ross Geller,Joyful,1,4,16,5,"Okay, Pheebs: Right hand blue. Good."
Chandler Bing,Neutral,1,4,16,7,"Hello? Oh, uh, Rachel, it's the Visa card people."
Rachel Green,Neutral,1,4,16,8,"Oh, okay. Will you take my place?"
Chandler Bing,Neutral,1,4,16,9,"Alright. Yes, this is Rachel."
Rachel Green,Neutral,1,4,16,10,"Nooo! Hello? Oh, yeah, no, I know, I-I haven't been using it much. Oh, well, thanks, but, I'm okay, really."
Ross Geller,Neutral,1,4,16,11,Green. To the green.
Rachel Green,Neutral,1,4,16,12,I've got magic beans. Never-never mind.
Chandler Bing,Joyful,1,4,16,13,"To the left, to the left- aww!"
Rachel Green,Neutral,1,4,16,14,Ohhh... I'm fine.
Monica Geller,Mad,1,5,1,1,Would you let it go? It's not that big a deal.
Ross Geller,Mad,1,5,1,2,"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?"
Rachel Green,Mad,1,5,1,3,Come on! You guys can pee standing up.
Chandler Bing,Peaceful,1,5,1,4,"We can? All right, I'm tryin' that."
Joey Tribbiani,Neutral,1,5,1,5,"Ok, you know what blows my mind? Women can see breasts any time they want. You just look down and there they are. How you get any work done is beyond me."
Phoebe Buffay,Mad,1,5,1,6,"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care."
Ross Geller,Neutral,1,5,1,8,Multiple orgasms!
Joey Tribbiani,Joyful,1,5,3,1,"Monica, I'm tellin' you, this guy is perfect for you."
Monica Geller,Mad,1,5,3,2,Forget it. Not after your cousin who could belch the alphabet.
Joey Tribbiani,Joyful,1,5,3,3,"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is..."
Monica Geller,Scared,1,5,3,4,"Oh, god help us."
Joey Tribbiani,Neutral,1,5,3,5,What?
Monica Geller,Mad,1,5,3,6,Ugly Naked Guy's laying kitchen tile. Eww!
Joey Tribbiani,Sad,1,5,3,7,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me."
Monica Geller,Neutral,1,5,3,8,What's going on here? You go out with tons of girls.
Joey Tribbiani,Sad,1,5,3,9,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?"
Ross Geller,Neutral,1,5,4,1,"Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel."
Chandler Bing,Neutral,1,5,4,2,"Oh. Well, hold on camper, are you sure you've thought this thing through?"
Ross Geller,Neutral,1,5,4,3,It's laundry. The thinking through is minimal.
Chandler Bing,Joyful,1,5,4,4,"It's just you and Rachel, just the two of you? This is a date. You're going on a date."
Ross Geller,Neutral,1,5,4,5,Nuh-uh.
Chandler Bing,Neutral,1,5,4,6,Yuh-huh.
Ross Geller,Scared,1,5,4,7,"So what're you saying here? I should shave again, pick up some wine, what?"
Chandler Bing,Joyful,1,5,4,8,"Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwearyou want it to be dirty?"
Ross Geller,Neutral,1,5,4,9,No.
Chandler Bing,Neutral,1,5,4,10,"Oh, and uh, the fabric softener?"
Ross Geller,Peaceful,1,5,4,11,"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way."
Chandler Bing,Peaceful,1,5,4,12,There you go.
Monica Geller,Joyful,1,5,5,1,Thank you. So what does this Bob guy look like? Is he tall? Short?
Joey Tribbiani,Neutral,1,5,5,2,Yep.
Monica Geller,Neutral,1,5,5,3,Which?
Joey Tribbiani,Neutral,1,5,5,4,Which what?
Monica Geller,Mad,1,5,5,5,"You've never met Bob, have you?"
Joey Tribbiani,Neutral,1,5,5,6,"No, but he's..."
Monica Geller,Scared,1,5,5,7,"Oh my god, Joey, for all we know this guy could be horribly..."
Angela Delveccio,Neutral,1,5,5,9,"Hey, Joey."
Monica Geller,Sad,1,5,5,10,...horribly attractive. I'll be shutting up now.
Chandler Bing,Scared,1,5,6,1,Where are they? Where are they?
Phoebe Buffay,Joyful,1,5,6,2,This is nice. We never do anything just the two of us.
Chandler Bing,Joyful,1,5,6,3,It's great. Maybe tomorrow we can rent a car and run over some puppies.
Phoebe Buffay,Mad,1,5,6,4,"Eww, I don't wanna do that."
Chandler Bing,Neutral,1,5,6,6,Here we go.
Phoebe Buffay,Neutral,1,5,6,7,"Ok, have a good break-up."
Chandler Bing,Neutral,1,5,6,8,"Hey, Janice."
Janice Litman Goralnik,Sad,1,5,6,9,"Oh, my god, I am so glad you called me. I had the most supremely awful day."
Chandler Bing,Neutral,1,5,6,10,"Hey, that's not good. Can I get an espresso and a latte over here, please?"
